Sex,Decile,Age,Population
Females,2.0,47,33697.0
Females,3.0,47,34331.0
Females,4.0,47,34074.0
Females,5.0,47,33745.0
Females,6.0,47,34360.0
Females,7.0,47,34073.0
Females,8.0,47,34964.0
Females,9.0,47,36037.0
Females,10.0,47,37631.0
Males,1.0,48,31926.0
Males,2.0,48,33290.0
Males,3.0,48,35125.0
Males,4.0,48,34406.0
Males,5.0,48,34350.0
Males,6.0,48,34841.0
Males,7.0,48,34375.0
Males,8.0,48,34917.0
Males,9.0,48,35408.0
Males,10.0,48,36598.0
Females,1.0,48,32121.0
Females,2.0,48,34039.0
Females,3.0,48,34324.0
Females,4.0,48,33787.0
Females,5.0,48,34622.0
Females,6.0,48,35410.0
Females,7.0,48,35273.0
Females,8.0,48,36116.0
Females,9.0,48,36850.0
Females,10.0,48,38453.0
Males,1.0,49,33014.0
Males,2.0,49,34401.0
Males,3.0,49,35913.0
Males,4.0,49,35589.0
Males,5.0,49,36407.0
Males,6.0,49,36347.0
Males,7.0,49,35975.0
Males,8.0,49,36752.0
Males,9.0,49,37195.0
Males,10.0,49,38008.0
Females,1.0,49,33356.0
Females,2.0,49,35141.0
Females,3.0,49,35711.0
Females,4.0,49,35543.0
Females,5.0,49,35756.0
Females,6.0,49,36770.0
Females,7.0,49,37169.0
Females,8.0,49,37788.0
Females,9.0,49,37975.0
Females,10.0,49,39865.0
Males,1.0,50,34093.0
Males,2.0,50,35302.0
Males,3.0,50,36772.0
Males,4.0,50,37088.0
Males,5.0,50,37585.0
Males,6.0,50,38184.0
Males,7.0,50,38045.0
Males,8.0,50,38626.0
Males,9.0,50,38751.0
Males,10.0,50,39914.0
Females,1.0,50,34354.0
Females,2.0,50,36263.0
Females,3.0,50,36851.0
Females,4.0,50,36846.0
Females,5.0,50,37745.0
Females,6.0,50,38420.0
Females,7.0,50,38783.0
Females,8.0,50,39346.0
Females,9.0,50,40001.0
Females,10.0,50,41466.0
Males,1.0,51,34635.0
Males,2.0,51,36520.0
Males,3.0,51,37952.0
Males,4.0,51,38229.0
Males,5.0,51,38150.0
Males,6.0,51,39078.0
Males,7.0,51,38922.0
Males,8.0,51,39440.0
Males,9.0,51,39557.0
Males,10.0,51,40813.0
Females,1.0,51,35814.0
Females,2.0,51,37702.0
Females,3.0,51,37991.0
Females,4.0,51,38452.0
Females,5.0,51,39185.0
Females,6.0,51,39952.0
Females,7.0,51,39916.0
Females,8.0,51,41247.0
Females,9.0,51,41370.0
Females,10.0,51,43072.0
Males,1.0,52,34390.0
Males,2.0,52,36042.0
Males,3.0,52,37096.0
Males,4.0,52,37152.0
Males,5.0,52,37475.0
Males,6.0,52,38067.0
Males,7.0,52,37799.0
Males,8.0,52,38488.0
Males,9.0,52,38891.0
Males,10.0,52,38754.0
Females,1.0,52,34782.0
Females,2.0,52,37121.0
Females,3.0,52,37468.0
Females,4.0,52,37607.0
Females,5.0,52,38107.0
Females,6.0,52,39170.0
Females,7.0,52,39371.0
Females,8.0,52,39948.0
Females,9.0,52,40134.0
Females,10.0,52,41043.0
Males,1.0,53,34497.0
Males,2.0,53,36447.0
Males,3.0,53,37278.0
Males,4.0,53,37701.0
Males,5.0,53,38103.0
Males,6.0,53,39069.0
Males,7.0,53,39020.0
Males,8.0,53,39627.0
Males,9.0,53,40168.0
Males,10.0,53,40242.0
Females,1.0,53,35335.0
Females,2.0,53,37180.0
Females,3.0,53,38257.0
Females,4.0,53,38738.0
Females,5.0,53,39280.0
Females,6.0,53,40051.0
Females,7.0,53,40240.0
Females,8.0,53,41109.0
Females,9.0,53,41444.0
Females,10.0,53,41929.0
Males,1.0,54,34484.0
Males,2.0,54,36313.0
Males,3.0,54,37194.0
Males,4.0,54,37643.0
Males,5.0,54,38148.0
Males,6.0,54,38901.0
Males,7.0,54,39363.0
Males,8.0,54,39781.0
Males,9.0,54,39661.0
Males,10.0,54,40150.0
Females,1.0,54,34519.0
Females,2.0,54,37136.0
Females,3.0,54,38008.0
Females,4.0,54,38287.0
Females,5.0,54,39499.0
Females,6.0,54,40416.0
Females,7.0,54,40572.0
Females,8.0,54,41046.0
Females,9.0,54,41495.0
Females,10.0,54,41467.0
Males,1.0,55,34420.0
Males,2.0,55,35935.0
Males,3.0,55,36880.0
Males,4.0,55,38275.0
Males,5.0,55,39586.0
Males,6.0,55,40366.0
Males,7.0,55,40437.0
Males,8.0,55,40957.0
Males,9.0,55,40478.0
Males,10.0,55,40944.0
Females,1.0,55,34287.0
Females,2.0,55,36911.0
Females,3.0,55,37797.0
Females,4.0,55,38457.0
Females,5.0,55,40011.0
Females,6.0,55,41058.0
Females,7.0,55,41352.0
Females,8.0,55,41818.0
Females,9.0,55,41901.0
Females,10.0,55,42246.0
Males,1.0,56,33449.0
Males,2.0,56,35377.0
Males,3.0,56,36462.0
Males,4.0,56,38077.0
Males,5.0,56,39289.0
Males,6.0,56,40194.0
Males,7.0,56,40347.0
Males,8.0,56,40497.0
Males,9.0,56,40769.0
Males,10.0,56,40635.0
Females,1.0,56,34090.0
Females,2.0,56,36712.0
Females,3.0,56,37925.0
Females,4.0,56,38579.0
Females,5.0,56,40192.0
Females,6.0,56,41093.0
Females,7.0,56,41685.0
Females,8.0,56,42401.0
Females,9.0,56,42172.0
Females,10.0,56,42587.0
Males,1.0,57,33709.0
Males,2.0,57,35411.0
Males,3.0,57,36490.0
Males,4.0,57,38127.0
Males,5.0,57,39222.0
Males,6.0,57,40328.0
Males,7.0,57,40310.0
Males,8.0,57,40915.0
Males,9.0,57,40686.0
Males,10.0,57,40845.0
Females,1.0,57,34301.0
Females,2.0,57,36339.0
Females,3.0,57,37599.0
Females,4.0,57,38754.0
Females,5.0,57,40076.0
Females,6.0,57,41511.0
Females,7.0,57,41618.0
Females,8.0,57,42624.0
Females,9.0,57,42729.0
Females,10.0,57,42705.0
Males,1.0,58,33245.0
Males,2.0,58,34744.0
Males,3.0,58,35996.0
Males,4.0,58,37524.0
Males,5.0,58,38855.0
Males,6.0,58,40254.0
Males,7.0,58,40190.0
Males,8.0,58,40379.0
Males,9.0,58,40319.0
Males,10.0,58,40433.0
Females,1.0,58,32979.0
Females,2.0,58,35618.0
Females,3.0,58,36473.0
Females,4.0,58,38155.0
Females,5.0,58,40172.0
Females,6.0,58,41781.0
Females,7.0,58,41652.0
Females,8.0,58,42027.0
Females,9.0,58,41888.0
Females,10.0,58,42636.0
Males,1.0,59,32213.0
Males,2.0,59,33642.0
Males,3.0,59,34898.0
Males,4.0,59,36787.0
Males,5.0,59,37920.0
Males,6.0,59,38770.0
Males,7.0,59,39441.0
Males,8.0,59,39410.0
Males,9.0,59,39302.0
Males,10.0,59,39852.0
Females,1.0,59,32585.0
Females,2.0,59,34659.0
Females,3.0,59,35774.0
Females,4.0,59,37550.0
Females,5.0,59,38991.0
Females,6.0,59,40335.0
Females,7.0,59,40666.0
Females,8.0,59,40825.0
Females,9.0,59,41127.0
Females,10.0,59,41276.0
Males,1.0,60,31463.0
Males,2.0,60,32806.0
Males,3.0,60,34073.0
Males,4.0,60,35717.0
Males,5.0,60,36882.0
Males,6.0,60,38055.0
Males,7.0,60,38431.0
Males,8.0,60,38615.0
Males,9.0,60,38631.0
Males,10.0,60,38512.0
Females,1.0,60,31896.0
Females,2.0,60,33538.0
Females,3.0,60,34621.0
Females,4.0,60,36495.0
Females,5.0,60,38309.0
Females,6.0,60,39497.0
Females,7.0,60,39547.0
Females,8.0,60,40241.0
Females,9.0,60,39663.0
Females,10.0,60,39947.0
Males,1.0,61,29593.0
Males,2.0,61,31488.0
Males,3.0,61,32266.0
Males,4.0,61,34478.0
Males,5.0,61,35430.0
Males,6.0,61,37111.0
Males,7.0,61,37105.0
Males,8.0,61,37664.0
Males,9.0,61,37035.0
Males,10.0,61,37021.0
Females,1.0,61,30418.0
Females,2.0,61,32164.0
Females,3.0,61,33423.0
Females,4.0,61,34982.0
Females,5.0,61,36715.0
Females,6.0,61,37895.0
Females,7.0,61,38485.0
Females,8.0,61,38703.0
Females,9.0,61,38519.0
Females,10.0,61,38706.0
Males,1.0,62,29034.0
Males,2.0,62,29950.0
Males,3.0,62,31082.0
Males,4.0,62,32613.0
Males,5.0,62,34045.0
Males,6.0,62,34694.0
Males,7.0,62,35536.0
Males,8.0,62,35585.0
Males,9.0,62,34922.0
Males,10.0,62,35550.0
Females,1.0,62,29331.0
Females,2.0,62,30776.0
Females,3.0,62,32129.0
Females,4.0,62,33763.0
Females,5.0,62,35212.0
Females,6.0,62,36535.0
Females,7.0,62,37360.0
Females,8.0,62,36564.0
Females,9.0,62,36696.0
Females,10.0,62,36585.0
Males,1.0,63,27915.0
Males,2.0,63,28665.0
Males,3.0,63,29932.0
Males,4.0,63,31864.0
Males,5.0,63,33279.0
Males,6.0,63,34243.0
Males,7.0,63,34519.0
Males,8.0,63,34884.0
Males,9.0,63,34436.0
Males,10.0,63,34490.0
Females,1.0,63,28243.0
Females,2.0,63,29377.0
Females,3.0,63,30607.0
Females,4.0,63,33050.0
Females,5.0,63,34636.0
Females,6.0,63,35808.0
Females,7.0,63,36022.0
Females,8.0,63,36349.0
Females,9.0,63,36054.0
Females,10.0,63,36046.0
Males,1.0,64,27231.0
Males,2.0,64,27773.0
Males,3.0,64,29161.0
Males,4.0,64,30672.0
Males,5.0,64,32537.0
Males,6.0,64,33664.0
Males,7.0,64,33629.0
Males,8.0,64,34217.0
Males,9.0,64,34041.0
Males,10.0,64,33758.0
Females,1.0,64,27384.0
Females,2.0,64,28489.0
Females,3.0,64,29720.0
Females,4.0,64,32163.0
Females,5.0,64,33500.0
Females,6.0,64,35003.0
Females,7.0,64,35313.0
Females,8.0,64,35762.0
Females,9.0,64,35528.0
Females,10.0,64,35351.0
Males,1.0,65,25892.0
Males,2.0,65,26426.0
Males,3.0,65,27677.0
Males,4.0,65,29688.0
Males,5.0,65,31223.0
Males,6.0,65,32102.0
Males,7.0,65,32873.0
Males,8.0,65,32548.0
Males,9.0,65,32428.0
Males,10.0,65,32375.0
Females,1.0,65,26231.0
Females,2.0,65,27289.0
Females,3.0,65,28661.0
Females,4.0,65,31146.0
Females,5.0,65,32191.0
Females,6.0,65,33886.0
Females,7.0,65,34368.0
Females,8.0,65,34430.0
Females,9.0,65,33736.0
Females,10.0,65,33723.0
Males,1.0,66,24501.0
Males,2.0,66,25081.0
Males,3.0,66,26322.0
Males,4.0,66,28273.0
Males,5.0,66,30188.0
Males,6.0,66,30923.0
Males,7.0,66,31491.0
Males,8.0,66,31694.0
Males,9.0,66,31431.0
Males,10.0,66,31432.0
Females,1.0,66,24646.0
Females,2.0,66,25887.0
Females,3.0,66,27287.0
Females,4.0,66,30035.0
Females,5.0,66,31093.0
Females,6.0,66,32797.0
Females,7.0,66,33036.0
Females,8.0,66,33182.0
Females,9.0,66,32892.0
Females,10.0,66,32452.0
Males,1.0,67,23295.0
Males,2.0,67,23655.0
Males,3.0,67,24824.0
Males,4.0,67,26946.0
Males,5.0,67,28869.0
Males,6.0,67,30068.0
Males,7.0,67,30268.0
Males,8.0,67,30433.0
Males,9.0,67,29924.0
Males,10.0,67,30096.0
Females,1.0,67,23398.0
Females,2.0,67,24242.0
Females,3.0,67,26162.0
Females,4.0,67,28362.0
Females,5.0,67,30456.0
Females,6.0,67,31791.0
Females,7.0,67,31950.0
Females,8.0,67,32461.0
Females,9.0,67,32222.0
Females,10.0,67,31721.0
Males,1.0,68,22634.0
Males,2.0,68,23033.0
Males,3.0,68,24497.0
Males,4.0,68,26992.0
Males,5.0,68,28503.0
Males,6.0,68,29395.0
Males,7.0,68,30472.0
Males,8.0,68,30470.0
Males,9.0,68,30067.0
Males,10.0,68,30110.0
Females,1.0,68,22804.0
Females,2.0,68,24154.0
Females,3.0,68,26062.0
Females,4.0,68,28486.0
Females,5.0,68,30414.0
Females,6.0,68,31944.0
Females,7.0,68,32545.0
Females,8.0,68,32675.0
Females,9.0,68,32469.0
Females,10.0,68,32182.0
Males,1.0,69,21870.0
Males,2.0,69,22204.0
Males,3.0,69,23725.0
Males,4.0,69,26189.0
Males,5.0,69,28077.0
Males,6.0,69,29659.0
Males,7.0,69,29895.0
Males,8.0,69,30169.0
Males,9.0,69,30090.0
Males,10.0,69,29632.0
Females,1.0,69,21956.0
Females,2.0,69,23124.0
Females,3.0,69,24894.0
Females,4.0,69,27680.0
Females,5.0,69,29976.0
Females,6.0,69,31338.0
Females,7.0,69,32116.0
Females,8.0,69,32650.0
Females,9.0,69,32466.0
Females,10.0,69,32134.0
Males,1.0,70,21085.0
Males,2.0,70,21129.0
Males,3.0,70,22655.0
Males,4.0,70,25122.0
Males,5.0,70,26775.0
Males,6.0,70,28166.0
Males,7.0,70,28824.0
Males,8.0,70,28941.0
Males,9.0,70,29064.0
Males,10.0,70,29040.0
Females,1.0,70,20881.0
Females,2.0,70,22450.0
Females,3.0,70,23877.0
Females,4.0,70,26839.0
Females,5.0,70,28867.0
Females,6.0,70,30680.0
Females,7.0,70,31389.0
Females,8.0,70,31938.0
Females,9.0,70,31951.0
Females,10.0,70,31624.0
Males,1.0,71,20223.0
Males,2.0,71,20591.0
Males,3.0,71,22026.0
Males,4.0,71,25198.0
Males,5.0,71,27011.0
Males,6.0,71,28403.0
Males,7.0,71,29050.0
Males,8.0,71,29478.0
Males,9.0,71,29693.0
Males,10.0,71,29179.0
Females,1.0,71,20377.0
Females,2.0,71,21724.0
Females,3.0,71,23680.0
Females,4.0,71,27022.0
Females,5.0,71,29154.0
Females,6.0,71,30768.0
Females,7.0,71,31783.0
Females,8.0,71,32212.0
Females,9.0,71,32142.0
Females,10.0,71,32394.0
Males,1.0,72,19588.0
Males,2.0,72,20402.0
Males,3.0,72,22023.0
Males,4.0,72,25390.0
Males,5.0,72,27063.0
Males,6.0,72,28766.0
Males,7.0,72,29662.0
Males,8.0,72,30190.0
Males,9.0,72,29986.0
Males,10.0,72,29936.0
Females,1.0,72,20118.0
Females,2.0,72,21985.0
Females,3.0,72,24078.0
Females,4.0,72,27184.0
Females,5.0,72,29419.0
Females,6.0,72,31270.0
Females,7.0,72,32741.0
Females,8.0,72,33031.0
Females,9.0,72,33432.0
Females,10.0,72,33795.0
Males,1.0,73,18881.0
Males,2.0,73,20017.0
Males,3.0,73,22029.0
Males,4.0,73,25419.0
Males,5.0,73,27784.0
Males,6.0,73,29878.0
Males,7.0,73,30755.0
Males,8.0,73,31710.0
Males,9.0,73,31310.0
Males,10.0,73,31038.0
Females,1.0,73,20138.0
Females,2.0,73,21693.0
Females,3.0,73,24016.0
Females,4.0,73,27426.0
Females,5.0,73,29664.0
Females,6.0,73,32273.0
Females,7.0,73,33321.0
Females,8.0,73,33632.0
Females,9.0,73,35070.0
Females,10.0,73,34708.0
Males,1.0,74,19423.0
Males,2.0,74,20364.0
Males,3.0,74,22283.0
Males,4.0,74,26314.0
Males,5.0,74,28911.0
Males,6.0,74,31382.0
Males,7.0,74,32216.0
Males,8.0,74,32784.0
Males,9.0,74,33404.0
Males,10.0,74,33685.0
Females,1.0,74,20205.0
Females,2.0,74,22073.0
Females,3.0,74,24829.0
Females,4.0,74,28673.0
Females,5.0,74,31319.0
Females,6.0,74,33932.0
Females,7.0,74,35692.0
Females,8.0,74,36257.0
Females,9.0,74,37067.0
Females,10.0,74,37095.0
Males,1.0,75,19795.0
Males,2.0,75,21463.0
Males,3.0,75,23708.0
Males,4.0,75,28089.0
Males,5.0,75,30699.0
Males,6.0,75,33258.0
Males,7.0,75,34993.0
Males,8.0,75,36438.0
Males,9.0,75,36933.0
Males,10.0,75,37063.0
Females,1.0,75,21461.0
Females,2.0,75,23621.0
Females,3.0,75,26099.0
Females,4.0,75,29952.0
Females,5.0,75,33913.0
Females,6.0,75,36576.0
Females,7.0,75,38128.0
Females,8.0,75,39748.0
Females,9.0,75,40102.0
Females,10.0,75,40813.0
Males,1.0,76,14990.0
Males,2.0,76,16277.0
Males,3.0,76,17714.0
Males,4.0,76,21191.0
Males,5.0,76,23553.0
Males,6.0,76,25252.0
Males,7.0,76,26940.0
Males,8.0,76,27146.0
Males,9.0,76,27884.0
Males,10.0,76,27948.0
Females,1.0,76,16432.0
Females,2.0,76,18075.0
Females,3.0,76,20224.0
Females,4.0,76,23488.0
Females,5.0,76,26142.0
Females,6.0,76,27900.0
Females,7.0,76,29197.0
Females,8.0,76,30274.0
Females,9.0,76,30660.0
Females,10.0,76,31260.0
Males,1.0,77,13838.0
Males,2.0,77,15126.0
Males,3.0,77,16915.0
Males,4.0,77,19904.0
Males,5.0,77,22372.0
Males,6.0,77,24361.0
Males,7.0,77,25480.0
Males,8.0,77,26392.0
Males,9.0,77,26453.0
Males,10.0,77,26989.0
Females,1.0,77,15505.0
Females,2.0,77,17241.0
Females,3.0,77,19332.0
Females,4.0,77,22629.0
Females,5.0,77,24901.0
Females,6.0,77,27042.0
Females,7.0,77,28248.0
Females,8.0,77,29235.0
Females,9.0,77,29918.0
Females,10.0,77,29974.0
Males,1.0,78,13148.0
Males,2.0,78,14447.0
Males,3.0,78,16221.0
Males,4.0,78,19521.0
Males,5.0,78,21855.0
Males,6.0,78,23893.0
Males,7.0,78,25179.0
Males,8.0,78,25857.0
Males,9.0,78,26354.0
Males,10.0,78,26538.0
Females,1.0,78,15244.0
Females,2.0,78,17081.0
Females,3.0,78,19037.0
Females,4.0,78,21729.0
Females,5.0,78,24338.0
Females,6.0,78,26428.0
Females,7.0,78,28077.0
Females,8.0,78,29201.0
Females,9.0,78,29206.0
Females,10.0,78,30088.0
Males,1.0,79,12117.0
Males,2.0,79,13368.0
Males,3.0,79,14971.0
Males,4.0,79,17724.0
Males,5.0,79,20004.0
Males,6.0,79,21547.0
Males,7.0,79,22453.0
Males,8.0,79,22780.0
Males,9.0,79,23396.0
Males,10.0,79,23653.0
Females,1.0,79,14543.0
Females,2.0,79,15777.0
Females,3.0,79,17979.0
Females,4.0,79,20354.0
Females,5.0,79,22442.0
Females,6.0,79,24630.0
Females,7.0,79,25469.0
Females,8.0,79,26437.0
Females,9.0,79,26941.0
Females,10.0,79,27121.0
Males,1.0,80,10773.0
Males,2.0,80,11842.0
Males,3.0,80,13323.0
Males,4.0,80,15507.0
Males,5.0,80,16938.0
Males,6.0,80,18795.0
Males,7.0,80,19341.0
Males,8.0,80,19849.0
Males,9.0,80,20157.0
Males,10.0,80,20042.0
Females,1.0,80,13364.0
Females,2.0,80,14543.0
Females,3.0,80,16113.0
Females,4.0,80,18193.0
Females,5.0,80,20375.0
Females,6.0,80,21344.0
Females,7.0,80,22480.0
Females,8.0,80,22848.0
Females,9.0,80,23348.0
Females,10.0,80,23237.0
Males,1.0,81,9664.0
Males,2.0,81,10671.0
Males,3.0,81,11772.0
Males,4.0,81,13575.0
Males,5.0,81,14691.0
Males,6.0,81,15816.0
Males,7.0,81,16664.0
Males,8.0,81,17043.0
Males,9.0,81,17419.0
Males,10.0,81,17336.0
Females,1.0,81,12105.0
Females,2.0,81,13255.0
Females,3.0,81,14620.0
Females,4.0,81,16146.0
Females,5.0,81,17832.0
Females,6.0,81,18793.0
Females,7.0,81,19650.0
Females,8.0,81,20353.0
Females,9.0,81,20558.0
Females,10.0,81,20614.0
Males,1.0,82,9513.0
Males,2.0,82,10638.0
Males,3.0,82,11558.0
Males,4.0,82,13599.0
Males,5.0,82,14911.0
Males,6.0,82,16104.0
Males,7.0,82,17191.0
Males,8.0,82,17237.0
Males,9.0,82,17556.0
Males,10.0,82,17882.0
Females,1.0,82,12391.0
Females,2.0,82,13460.0
Females,3.0,82,14818.0
Females,4.0,82,16481.0
Females,5.0,82,18098.0
Females,6.0,82,19449.0
Females,7.0,82,20333.0
Females,8.0,82,20374.0
Females,9.0,82,21018.0
Females,10.0,82,21167.0
Males,1.0,83,8914.0
Males,2.0,83,10064.0
Males,3.0,83,11107.0
Males,4.0,83,12770.0
Males,5.0,83,14351.0
Males,6.0,83,15468.0
Males,7.0,83,16463.0
Males,8.0,83,16574.0
Males,9.0,83,16829.0
Males,10.0,83,17368.0
Females,1.0,83,11788.0
Females,2.0,83,12972.0
Females,3.0,83,14259.0
Females,4.0,83,15918.0
Females,5.0,83,17616.0
Females,6.0,83,18834.0
Females,7.0,83,19704.0
Females,8.0,83,20074.0
Females,9.0,83,20883.0
Females,10.0,83,21125.0
Males,1.0,84,8393.0
Males,2.0,84,9353.0
Males,3.0,84,10211.0
Males,4.0,84,11849.0
Males,5.0,84,13366.0
Males,6.0,84,14612.0
Males,7.0,84,15119.0
Males,8.0,84,15399.0
Males,9.0,84,15713.0
Males,10.0,84,16427.0
Females,1.0,84,11453.0
Females,2.0,84,12610.0
Females,3.0,84,13829.0
Females,4.0,84,15062.0
Females,5.0,84,16863.0
Females,6.0,84,17682.0
Females,7.0,84,18380.0
Females,8.0,84,19091.0
Females,9.0,84,19567.0
Females,10.0,84,19859.0
Males,1.0,85,7433.0
Males,2.0,85,8361.0
Males,3.0,85,9196.0
Males,4.0,85,10653.0
Males,5.0,85,12139.0
Males,6.0,85,13126.0
Males,7.0,85,13707.0
Males,8.0,85,13950.0
Males,9.0,85,14531.0
Males,10.0,85,14937.0
Females,1.0,85,10544.0
Females,2.0,85,11618.0
Females,3.0,85,12586.0
Females,4.0,85,14145.0
Females,5.0,85,15533.0
Females,6.0,85,16693.0
Females,7.0,85,17386.0
Females,8.0,85,17922.0
Females,9.0,85,18043.0
Females,10.0,85,18560.0
Males,1.0,86,6735.0
Males,2.0,86,7391.0
Males,3.0,86,8113.0
Males,4.0,86,9313.0
Males,5.0,86,10714.0
Males,6.0,86,11704.0
Males,7.0,86,12313.0
Males,8.0,86,12599.0
Males,9.0,86,13086.0
Males,10.0,86,13478.0
Females,1.0,86,9826.0
Females,2.0,86,10628.0
Females,3.0,86,11708.0
Females,4.0,86,13244.0
Females,5.0,86,14493.0
Females,6.0,86,15266.0
Females,7.0,86,15921.0
Females,8.0,86,16258.0
Females,9.0,86,16486.0
Females,10.0,86,17153.0
Males,1.0,87,5791.0
Males,2.0,87,6762.0
Males,3.0,87,7426.0
Males,4.0,87,8574.0
Males,5.0,87,9459.0
Males,6.0,87,10193.0
Males,7.0,87,10794.0
Males,8.0,87,11164.0
Males,9.0,87,11517.0
Males,10.0,87,12180.0
Females,1.0,87,8901.0
Females,2.0,87,9780.0
Females,3.0,87,10850.0
Females,4.0,87,12124.0
Females,5.0,87,13022.0
Females,6.0,87,14104.0
Females,7.0,87,14355.0
Females,8.0,87,15039.0
Females,9.0,87,15237.0
Females,10.0,87,15786.0
Males,1.0,88,4976.0
Males,2.0,88,5406.0
Males,3.0,88,6237.0
Males,4.0,88,7105.0
Males,5.0,88,7821.0
Males,6.0,88,9056.0
Males,7.0,88,9224.0
Males,8.0,88,9672.0
Males,9.0,88,9962.0
Males,10.0,88,10699.0
Females,1.0,88,7830.0
Females,2.0,88,8678.0
Females,3.0,88,9550.0
Females,4.0,88,10763.0
Females,5.0,88,11938.0
Females,6.0,88,12414.0
Females,7.0,88,12829.0
Females,8.0,88,13242.0
Females,9.0,88,13608.0
Females,10.0,88,14000.0
Males,1.0,89,4359.0
Males,2.0,89,4869.0
Males,3.0,89,5226.0
Males,4.0,89,6292.0
Males,5.0,89,7020.0
Males,6.0,89,7521.0
Males,7.0,89,8122.0
Males,8.0,89,8464.0
Males,9.0,89,8623.0
Males,10.0,89,9249.0
Females,1.0,89,7027.0
Females,2.0,89,7933.0
Females,3.0,89,8537.0
Females,4.0,89,9831.0
Females,5.0,89,10791.0
Females,6.0,89,11572.0
Females,7.0,89,11684.0
Females,8.0,89,11771.0
Females,9.0,89,12325.0
Females,10.0,89,12645.0
Males,1.0,90,3642.0
Males,2.0,90,4230.0
Males,3.0,90,4690.0
Males,4.0,90,5480.0
Males,5.0,90,6062.0
Males,6.0,90,6693.0
Males,7.0,90,6958.0
Males,8.0,90,7412.0
Males,9.0,90,7572.0
Males,10.0,90,8135.0
Females,1.0,90,6496.0
Females,2.0,90,7452.0
Females,3.0,90,7946.0
Females,4.0,90,8895.0
Females,5.0,90,9976.0
Females,6.0,90,10498.0
Females,7.0,90,10629.0
Females,8.0,90,11023.0
Females,9.0,90,11243.0
Females,10.0,90,11465.0
Males,1.0,91,3113.0
Males,2.0,91,3489.0
Males,3.0,91,4165.0
Males,4.0,91,4598.0
Males,5.0,91,5112.0
Males,6.0,91,5613.0
Males,7.0,91,5939.0
Males,8.0,91,6249.0
Males,9.0,91,6397.0
Males,10.0,91,6870.0
Females,1.0,91,5719.0
Females,2.0,91,6528.0
Females,3.0,91,7106.0
Females,4.0,91,8105.0
Females,5.0,91,8975.0
Females,6.0,91,9460.0
Females,7.0,91,9448.0
Females,8.0,91,9806.0
Females,9.0,91,9911.0
Females,10.0,91,10314.0
Males,1.0,92,10450.0
Males,2.0,92,11773.0
Males,3.0,92,13226.0
Males,4.0,92,15545.0
Males,5.0,92,17157.0
Males,6.0,92,18589.0
Males,7.0,92,19259.0
Males,8.0,92,20148.0
Males,9.0,92,20989.0
Males,10.0,92,22412.0
Females,1.0,92,22477.0
Females,2.0,92,26690.0
Females,3.0,92,29688.0
Females,4.0,92,33229.0
Females,5.0,92,36529.0
Females,6.0,92,39085.0
Females,7.0,92,39427.0
Females,8.0,92,40451.0
Females,9.0,92,41680.0
Females,10.0,92,42263.0
